epoch,step,train/av2/brier_fde,train/av2/minADE6,train/av2/minFDE6,train/av2/miss_rate,train/brier_fde,train/minADE6,train/minFDE6,train/miss_rate,train/nuscenes/brier_fde,train/nuscenes/minADE6,train/nuscenes/minFDE6,train/nuscenes/miss_rate,train/waymo/brier_fde,train/waymo/minADE6,train/waymo/minFDE6,train/waymo/miss_rate,val/av2/brier_fde,val/av2/minADE6,val/av2/minFDE6,val/av2/miss_rate,val/brier_fde,val/minADE6,val/minFDE6,val/miss_rate,val/nuscenes/brier_fde,val/nuscenes/minADE6,val/nuscenes/minFDE6,val/nuscenes/miss_rate,val/waymo/brier_fde,val/waymo/minADE6,val/waymo/minFDE6,val/waymo/miss_rate
32,263,14.218219757080078,5.765128135681152,13.388070106506348,0.8888888955116272,22.27311134338379,8.85324478149414,21.441097259521484,0.8799999952316284,9.363283157348633,5.422405242919922,8.522857666015625,1.0,23.135513305664062,9.157234191894531,22.303499221801758,0.8771929740905762,,,,,,,,,,,,,,,,
33,271,,,,,,,,,,,,,,,,,17.708715438842773,7.523509979248047,16.87681007385254,0.9021479487419128,21.796184539794922,9.045276641845703,20.964115142822266,0.8809999823570251,13.96776008605957,6.696425914764404,13.135623931884766,0.7638888955116272,22.301029205322266,9.224194526672363,21.468931198120117,0.8809048533439636
33,271,13.800934791564941,5.690333843231201,12.967483520507812,0.7777777910232544,22.403596878051758,8.968862533569336,21.570890426635742,0.8880000114440918,8.26655387878418,4.139066696166992,7.4337158203125,1.0,23.330774307250977,9.312427520751953,22.49812889099121,0.8947368264198303,,,,,,,,,,,,,,,,
34,279,,,,,,,,,,,,,,,,,17.142009735107422,7.402885437011719,16.310131072998047,0.8878281712532043,21.375669479370117,8.873215675354004,20.543594360351562,0.8826000094413757,13.612384796142578,6.596619606018066,12.780291557312012,0.75,21.893049240112305,9.046198844909668,21.060956954956055,0.8842315077781677
34,279,13.322505950927734,5.162683486938477,12.485965728759766,0.7777777910232544,21.44208526611328,8.270044326782227,20.60866355895996,0.8560000061988831,7.709628105163574,3.548215627670288,6.872544288635254,1.0,22.324024200439453,8.598201751708984,21.49091339111328,0.859649121761322,,,,,,,,,,,,,,,,
35,287,,,,,,,,,,,,,,,,,16.72748565673828,6.919612884521484,15.89559268951416,0.8782815933227539,21.068349838256836,8.443692207336426,20.236249923706055,0.8772000074386597,13.296751022338867,6.141132831573486,12.464579582214355,0.8194444179534912,21.595821380615234,8.622085571289062,20.763704299926758,0.8780217170715332
35,287,13.380829811096191,4.899867534637451,12.55028247833252,0.8888888955116272,21.230024337768555,7.99497127532959,20.397232055664062,0.8640000224113464,7.711330413818359,3.6381399631500244,6.878726482391357,1.0,22.086868286132812,8.315757751464844,21.25389289855957,0.859649121761322,,,,,,,,,,,,,,,,
36,295,,,,,,,,,,,,,,,,,16.253686904907227,6.674671173095703,15.42177963256836,0.8878281712532043,20.77216339111328,8.09737491607666,19.94005584716797,0.8841999769210815,12.717106819152832,5.682316303253174,11.884921073913574,0.7638888955116272,21.320680618286133,8.268141746520996,20.48854637145996,0.8857839703559875
36,295,12.033061981201172,4.695085525512695,11.201889038085938,0.7777777910232544,20.8519344329834,7.86612606048584,20.019601821899414,0.8799999952316284,10.27997875213623,5.179121971130371,9.462379455566406,1.0,21.733631134033203,8.16361141204834,20.900951385498047,0.8859649300575256,,,,,,,,,,,,,,,,
37,303,,,,,,,,,,,,,,,,,15.896221160888672,6.983390808105469,15.064299583435059,0.8782815933227539,20.492599487304688,8.009262084960938,19.660444259643555,0.8881999850273132,12.16745376586914,5.653415679931641,11.335293769836426,0.7083333134651184,21.05265998840332,8.142210960388184,20.22047996520996,0.8919937610626221
37,303,13.17842960357666,4.952907085418701,12.344038009643555,0.8888888955116272,20.691816329956055,7.798301696777344,19.860254287719727,0.871999979019165,8.09463119506836,3.9148879051208496,7.265789031982422,1.0,21.505983352661133,8.091070175170898,20.674596786499023,0.8684210777282715,,,,,,,,,,,,,,,,
38,311,,,,,,,,,,,,,,,,,15.62770938873291,6.439910888671875,14.795812606811523,0.8329355716705322,20.296875,8.132441520690918,19.46484375,0.8622000217437744,12.681529998779297,5.967654705047607,11.84936809539795,0.7638888955116272,20.85236358642578,8.324289321899414,20.020322799682617,0.8664892315864563
38,311,11.690850257873535,5.0137529373168945,10.854730606079102,0.6666666865348816,20.50880241394043,7.963436126708984,19.674680709838867,0.871999979019165,5.836643218994141,3.6973717212677,4.999190807342529,1.0,21.462364196777344,8.271147727966309,20.628459930419922,0.8859649300575256,,,,,,,,,,,,,,,,
39,319,,,,,,,,,,,,,,,,,15.8036527633667,7.015809535980225,14.971932411193848,0.8400954604148865,20.250938415527344,8.66584300994873,19.41898536682129,0.849399983882904,12.93514633178711,6.557880401611328,12.10299015045166,0.75,20.781015396118164,8.85283088684082,19.949052810668945,0.8518518805503845
39,319,11.581295013427734,5.037379264831543,10.752612113952637,0.7777777910232544,19.951461791992188,7.528446674346924,19.11940574645996,0.8560000061988831,6.280011177062988,3.42476224899292,5.452882766723633,1.0,20.852113723754883,7.797104358673096,20.01970672607422,0.859649121761322,,,,,,,,,,,,,,,,
40,327,,,,,,,,,,,,,,,,,15.275736808776855,6.158561706542969,14.443867683410645,0.8591885566711426,19.93464469909668,7.690946102142334,19.102556228637695,0.8790000081062317,12.027002334594727,5.30248498916626,11.194931030273438,0.7222222089767456,20.493844985961914,7.871485233306885,19.661731719970703,0.8833444118499756
40,327,12.69088077545166,4.460531234741211,11.861565589904785,1.0,19.993316650390625,7.408375263214111,19.160358428955078,0.871999979019165,7.722742080688477,4.77132511138916,6.893422603607178,1.0,20.785097122192383,7.68736457824707,19.9517879486084,0.859649121761322,,,,,,,,,,,,,,,,
41,335,,,,,,,,,,,,,,,,,15.116715431213379,6.039041519165039,14.284839630126953,0.8568019270896912,19.74419593811035,7.658057689666748,18.912118911743164,0.8694000244140625,12.074772834777832,5.438279628753662,11.242664337158203,0.7777777910232544,20.296676635742188,7.843951225280762,19.464570999145508,0.8720337152481079
41,335,11.260988235473633,3.812605142593384,10.43140983581543,0.7777777910232544,19.775415420532227,7.139379024505615,18.943254470825195,0.8799999952316284,6.541095733642578,3.812331199645996,5.715010643005371,1.0,20.67978858947754,7.460387706756592,19.847314834594727,0.8859649300575256,,,,,,,,,,,,,,,,
42,343,,,,,,,,,,,,,,,,,15.062990188598633,6.246374130249023,14.231194496154785,0.8424820899963379,19.6768798828125,7.861647605895996,18.8448429107666,0.8644000291824341,12.254490852355957,5.6803765296936035,11.422350883483887,0.7916666865348816,20.224145889282227,8.046577453613281,19.392086029052734,0.8675981163978577
42,343,10.72697639465332,4.1914849281311035,9.895475387573242,0.6666666865348816,19.401485443115234,7.004358291625977,18.569957733154297,0.8320000171661377,5.109033584594727,2.5675740242004395,4.286745548248291,1.0,20.33705711364746,7.30426549911499,19.505367279052734,0.8421052694320679,,,,,,,,,,,,,,,,
43,351,,,,,,,,,,,,,,,,,14.969762802124023,6.253821849822998,14.137879371643066,0.8329355716705322,19.497901916503906,7.776129722595215,18.665817260742188,0.8574000000953674,12.145214080810547,5.7092132568359375,11.313018798828125,0.7638888955116272,20.036094665527344,7.950594425201416,19.203983306884766,0.8611665368080139
43,351,10.908650398254395,4.156105041503906,10.075294494628906,0.7777777910232544,19.34756851196289,6.890815258026123,18.515710830688477,0.8799999952316284,4.83162784576416,2.8599603176116943,4.01666784286499,1.0,20.268463134765625,7.177430629730225,19.436429977416992,0.8859649300575256,,,,,,,,,,,,,,,,
44,359,,,,,,,,,,,,,,,,,14.889595985412598,6.105722904205322,14.057744979858398,0.8424820899963379,19.379589080810547,7.638309955596924,18.547504425048828,0.8600000143051147,11.930876731872559,5.457496166229248,11.098743438720703,0.7638888955116272,19.915775299072266,7.815549373626709,19.08365821838379,0.8631625771522522
44,359,11.292210578918457,4.14042854309082,10.460814476013184,0.8888888955116272,19.341720581054688,6.87540864944458,18.50840950012207,0.8399999737739563,4.045135974884033,3.039006233215332,3.2207109928131104,0.5,20.24557113647461,7.158633708953857,19.411951065063477,0.8421052694320679,,,,,,,,,,,,,,,,
45,367,,,,,,,,,,,,,,,,,14.526291847229004,5.785374641418457,13.694365501403809,0.8711217045783997,19.232343673706055,7.372546195983887,18.400251388549805,0.8763999938964844,11.546902656555176,5.115259170532227,10.714776039123535,0.7777777910232544,19.792383193969727,7.556078910827637,18.96026611328125,0.8784652948379517
45,367,10.878379821777344,3.7082464694976807,10.047855377197266,0.8888888955116272,19.219987869262695,6.817074298858643,18.388826370239258,0.871999979019165,6.247669219970703,4.163205146789551,5.425448894500732,1.0,20.106121063232422,7.109066486358643,19.274751663208008,0.8684210777282715,,,,,,,,,,,,,,,,
46,375,,,,,,,,,,,,,,,,,14.44361686706543,5.8083672523498535,13.611791610717773,0.8448687195777893,19.115942001342773,7.6072821617126465,18.28389549255371,0.8615999817848206,11.78320598602295,5.393391132354736,10.950982093811035,0.7916666865348816,19.667205810546875,7.809795379638672,18.83515167236328,0.8642714619636536
46,375,9.964701652526855,4.773835182189941,9.129192352294922,0.6666666865348816,18.85073471069336,6.7787275314331055,18.017242431640625,0.8479999899864197,3.9321014881134033,2.6652815341949463,3.0942471027374268,0.5,19.813993453979492,7.009174346923828,18.980735778808594,0.8684210777282715,,,,,,,,,,,,,,,,
47,383,,,,,,,,,,,,,,,,,14.363527297973633,5.861494541168213,13.531669616699219,0.8353222012519836,19.000469207763672,7.606118202209473,18.16840934753418,0.8543999791145325,11.764571189880371,5.505190849304199,10.932357788085938,0.7638888955116272,19.54689598083496,7.801785469055176,18.714820861816406,0.8576180934906006
47,383,10.165810585021973,3.968784809112549,9.337834358215332,0.7777777910232544,18.732723236083984,6.6088080406188965,17.89977264404297,0.8560000061988831,3.4330620765686035,2.5916924476623535,2.590054512023926,0.5,19.677473068237305,6.887707233428955,18.84430694580078,0.8684210777282715,,,,,,,,,,,,,,,,
48,391,,,,,,,,,,,,,,,,,14.253950119018555,5.6241326332092285,13.422013282775879,0.8663484454154968,18.923410415649414,7.168379783630371,18.091262817382812,0.8740000128746033,11.435188293457031,4.990826606750488,10.603129386901855,0.7916666865348816,19.476886749267578,7.346648693084717,18.64472007751465,0.8760257363319397
48,391,10.273353576660156,3.58609676361084,9.443137168884277,0.8888888955116272,18.664533615112305,6.631794452667236,17.83184242248535,0.8640000224113464,4.539519309997559,3.5864880084991455,3.7118031978607178,1.0,19.574804306030273,6.925670623779297,18.741825103759766,0.859649121761322,,,,,,,,,,,,,,,,
49,399,,,,,,,,,,,,,,,,,14.069095611572266,5.537783145904541,13.237080574035645,0.8544152975082397,18.798316955566406,7.114913463592529,17.966188430786133,0.8740000128746033,11.195419311523438,5.008211135864258,10.363290786743164,0.7916666865348816,19.35918426513672,7.295106887817383,18.52703857421875,0.8771346211433411
49,399,9.821675300598145,3.4700140953063965,8.988296508789062,0.6666666865348816,18.639699935913086,6.492857456207275,17.80754852294922,0.8560000061988831,4.2944865226745605,2.6361842155456543,3.4578697681427,0.5,19.587528228759766,6.799164295196533,18.755552291870117,0.8771929740905762,,,,,,,,,,,,,,,,
50,407,,,,,,,,,,,,,,,,,14.086216926574707,5.595137119293213,13.254368782043457,0.8496419787406921,18.819250106811523,7.388107776641846,17.987207412719727,0.8596000075340271,11.561534881591797,5.232595920562744,10.72936725616455,0.8055555820465088,19.374958038330078,7.589141368865967,18.54290771484375,0.8613883256912231
50,407,10.327360153198242,3.9515109062194824,9.495381355285645,0.7777777910232544,18.507266998291016,6.445945739746094,17.675857543945312,0.8560000061988831,3.98909592628479,2.942147731781006,3.1614809036254883,0.5,19.407752990722656,6.704345703125,18.576324462890625,0.8684210777282715,,,,,,,,,,,,,,,,
51,415,,,,,,,,,,,,,,,,,14.038137435913086,5.552597522735596,13.20621109008789,0.8520286679267883,18.658172607421875,7.179645538330078,17.826045989990234,0.8633999824523926,11.268270492553711,5.0420331954956055,10.436131477355957,0.8055555820465088,19.20549774169922,7.364972114562988,18.373355865478516,0.8653803467750549
51,415,9.718656539916992,3.481334686279297,8.890313148498535,0.6666666865348816,18.42544174194336,6.416506767272949,17.593862533569336,0.8560000061988831,3.6241211891174316,3.549405097961426,2.800859212875366,0.5,19.37249183654785,6.698531150817871,18.540512084960938,0.8771929740905762,,,,,,,,,,,,,,,,
52,423,,,,,,,,,,,,,,,,,13.91829776763916,5.468639850616455,13.086315155029297,0.8472553491592407,18.59317970275879,7.094518661499023,17.761032104492188,0.8709999918937683,11.158523559570312,4.9524922370910645,10.32628059387207,0.8055555820465088,19.146318435668945,7.279806613922119,18.314149856567383,0.8742514848709106
52,423,9.435503005981445,3.15096378326416,8.604602813720703,0.6666666865348816,18.239017486572266,6.3638834953308105,17.406850814819336,0.8479999899864197,3.754206418991089,3.6721198558807373,2.919464349746704,0.5,19.18815040588379,6.664759159088135,18.355932235717773,0.8684210777282715,,,,,,,,,,,,,,,,
53,431,,,,,,,,,,,,,,,,,13.905741691589355,5.5338311195373535,13.073834419250488,0.8377088308334351,18.614179611206055,7.211363315582275,17.78206443786621,0.8578000068664551,11.238327026367188,5.043180465698242,10.406189918518066,0.7777777910232544,19.16949462890625,7.401875019073486,18.33736228942871,0.8609447479248047
53,431,9.414467811584473,3.5963728427886963,8.583948135375977,0.6666666865348816,18.14354705810547,6.278133869171143,17.310888290405273,0.8159999847412109,3.452270984649658,2.188136100769043,2.631861686706543,0.5,19.090425491333008,6.561605930328369,18.257387161254883,0.8333333134651184,,,,,,,,,,,,,,,,
54,439,,,,,,,,,,,,,,,,,13.930458068847656,5.592098236083984,13.098588943481445,0.8400954604148865,18.59707260131836,7.236989974975586,17.76498031616211,0.8564000129699707,11.279010772705078,5.0916666984558105,10.446948051452637,0.7916666865348816,19.1475772857666,7.424097061157227,18.315462112426758,0.8589487671852112
54,439,9.532184600830078,3.4990055561065674,8.703028678894043,0.8888888955116272,18.327674865722656,6.293641567230225,17.496213912963867,0.8560000061988831,3.6097888946533203,3.2173640727996826,2.7873952388763428,0.5,19.2802677154541,6.568240642547607,18.44846534729004,0.859649121761322,,,,,,,,,,,,,,,,
55,447,,,,,,,,,,,,,,,,,13.856423377990723,5.489556789398193,13.024478912353516,0.8400954604148865,18.523576736450195,7.122868061065674,17.691455841064453,0.8605999946594238,11.29995059967041,5.073215484619141,10.467756271362305,0.8055555820465088,19.072629928588867,7.307371139526367,18.240489959716797,0.8633843660354614
55,447,9.253032684326172,3.2486042976379395,8.419666290283203,0.7777777910232544,18.137235641479492,6.232038974761963,17.304624557495117,0.871999979019165,4.014621257781982,4.41170597076416,3.1916873455047607,0.5,19.086387634277344,6.499509811401367,18.253664016723633,0.8859649300575256,,,,,,,,,,,,,,,,
56,455,,,,,,,,,,,,,,,,,13.900753021240234,5.640898704528809,13.068879127502441,0.8472553491592407,18.498332977294922,7.19789981842041,17.666227340698242,0.8569999933242798,11.368099212646484,5.163421630859375,10.535972595214844,0.7638888955116272,19.039411544799805,7.375072002410889,18.207292556762695,0.8593923449516296
56,455,9.015532493591309,3.3965249061584473,8.181426048278809,0.5555555820465088,18.158369064331055,6.212653636932373,17.325542449951172,0.8560000061988831,3.3024723529815674,2.8115434646606445,2.471552848815918,0.5,19.14080238342285,6.494647979736328,18.308040618896484,0.8859649300575256,,,,,,,,,,,,,,,,
57,463,,,,,,,,,,,,,,,,,13.737019538879395,5.468222618103027,12.905132293701172,0.8400954604148865,18.392759323120117,7.098940849304199,17.560680389404297,0.8550000190734863,11.196704864501953,5.022396087646484,10.364596366882324,0.7916666865348816,18.9403133392334,7.283633232116699,18.10820960998535,0.8573963046073914
57,463,9.441547393798828,3.2034013271331787,8.611328125,0.7777777910232544,18.090774536132812,6.204314708709717,17.258623123168945,0.8320000171661377,3.393890380859375,2.539010524749756,2.558387279510498,0.5,19.03144645690918,6.505532741546631,18.199203491210938,0.8421052694320679,,,,,,,,,,,,,,,,
58,471,,,,,,,,,,,,,,,,,13.636378288269043,5.3968634605407715,12.804428100585938,0.825775682926178,18.275104522705078,6.9831719398498535,17.442991256713867,0.857200026512146,11.037407875061035,4.966795444488525,10.205266952514648,0.7777777910232544,18.82173728942871,7.162778377532959,17.989599227905273,0.8613883256912231
58,471,9.424567222595215,3.3264214992523193,8.592059135437012,0.8888888955116272,18.028440475463867,6.122056484222412,17.195695877075195,0.8799999952316284,3.2343831062316895,2.782097578048706,2.409825325012207,0.5,18.967239379882812,6.401360034942627,18.13433265686035,0.8859649300575256,,,,,,,,,,,,,,,,
59,479,,,,,,,,,,,,,,,,,13.584981918334961,5.39523458480835,12.753013610839844,0.8233889937400818,18.239391326904297,6.965860366821289,17.40726089477539,0.8533999919891357,11.058238983154297,5.006198406219482,10.226020812988281,0.7777777910232544,18.786563873291016,7.143103122711182,17.954425811767578,0.8573963046073914
59,479,9.412260055541992,3.0717649459838867,8.583765983581543,0.7777777910232544,17.956926345825195,6.126465797424316,17.124814987182617,0.8799999952316284,3.6395421028137207,2.426553249359131,2.8015663623809814,0.5,18.882686614990234,6.432537078857422,18.050395965576172,0.8947368264198303,,,,,,,,,,,,,,,,
60,487,,,,,,,,,,,,,,,,,13.704763412475586,5.647668361663818,12.87293529510498,0.7995226979255676,18.247156143188477,7.137163162231445,17.41506576538086,0.8489999771118164,11.242722511291504,5.258821487426758,10.410633087158203,0.7361111044883728,18.781105041503906,7.30557107925415,17.948991775512695,0.8554003238677979
60,487,9.000619888305664,3.4172723293304443,8.168872833251953,0.7777777910232544,17.72240447998047,6.107161521911621,16.88949966430664,0.8560000061988831,4.515420913696289,2.1690051555633545,3.6885244846343994,1.0,18.642667770385742,6.388611793518066,17.809566497802734,0.859649121761322,,,,,,,,,,,,,,,,
61,495,,,,,,,,,,,,,,,,,13.579415321350098,5.413610935211182,12.747421264648438,0.8448687195777893,18.123851776123047,6.888801574707031,17.291677474975586,0.8610000014305115,10.97285270690918,4.915568828582764,10.140637397766113,0.7777777910232544,18.66033172607422,7.057396411895752,17.828144073486328,0.8638278841972351
61,495,9.367259979248047,3.269827127456665,8.535003662109375,0.8888888955116272,17.880626678466797,6.139749050140381,17.0489559173584,0.8560000061988831,5.105663299560547,3.5706701278686523,4.278142929077148,1.0,18.776857376098633,6.411393165588379,17.945158004760742,0.8508771657943726,,,,,,,,,,,,,,,,
62,503,,,,,,,,,,,,,,,,,13.540916442871094,5.443071365356445,12.709041595458984,0.825775682926178,18.117189407348633,7.008184432983398,17.28506851196289,0.8479999899864197,11.060601234436035,5.064244747161865,10.228473663330078,0.75,18.655122756958008,7.184664726257324,17.822978973388672,0.8516300916671753
62,503,8.840155601501465,3.1645941734313965,8.014899253845215,0.7777777910232544,17.70526885986328,6.0188822746276855,16.873044967651367,0.8640000224113464,4.059831142425537,2.0575523376464844,3.222348690032959,0.5,18.644542694091797,6.313717842102051,17.811859130859375,0.8771929740905762,,,,,,,,,,,,,,,,
63,511,,,,,,,,,,,,,,,,,13.507881164550781,5.410986423492432,12.675949096679688,0.825775682926178,18.0567684173584,6.9659953117370605,17.224620819091797,0.8555999994277954,10.965906143188477,5.047654628753662,10.133785247802734,0.7638888955116272,18.59270477294922,7.1411237716674805,17.760543823242188,0.8598358631134033
63,511,8.908382415771484,3.164006471633911,8.07634449005127,0.8888888955116272,17.665416717529297,6.030398368835449,16.831918716430664,0.8479999899864197,3.7226359844207764,2.7278733253479004,2.88497257232666,0.5,18.60137176513672,6.314631462097168,17.76782989501953,0.8508771657943726,,,,,,,,,,,,,,,,
64,519,,,,,,,,,,,,,,,,,13.49002456665039,5.394324779510498,12.658123970031738,0.8281623125076294,18.05118179321289,6.966587543487549,17.219053268432617,0.8510000109672546,11.100506782531738,5.059213638305664,10.268407821655273,0.7777777910232544,18.58600425720215,7.14314603805542,17.75385284423828,0.8542914390563965
64,519,9.22249698638916,3.1251161098480225,8.390453338623047,0.8888888955116272,17.632217407226562,6.0642619132995605,16.80145263671875,0.8479999899864197,4.5871734619140625,3.46756649017334,3.755962371826172,1.0,18.52500343322754,6.341855049133301,17.694347381591797,0.8421052694320679,,,,,,,,,,,,,,,,
65,527,,,,,,,,,,,,,,,,,13.387616157531738,5.331472396850586,12.5555419921875,0.8424820899963379,17.931840896606445,6.770952224731445,17.099639892578125,0.859000027179718,10.92724895477295,4.885549068450928,10.094964981079102,0.7222222089767456,18.465961456298828,6.93482780456543,17.633752822875977,0.8627189993858337
65,527,9.001253128051758,2.974717140197754,8.169917106628418,0.7777777910232544,17.51486587524414,5.8912506103515625,16.682397842407227,0.8240000009536743,3.871947765350342,2.5603396892547607,3.0448110103607178,0.5,18.426342010498047,6.179940700531006,17.593692779541016,0.8333333134651184,,,,,,,,,,,,,,,,
